state_name,district_name,crop_year,season,crop,temperature,precipitation,humidity,area,production
Maharashtra,AHMEDNAGAR,1997,Kharif,Rice,24.243,42.3484,84,5900,7200
Maharashtra,AHMEDNAGAR,1998,Kharif,Rice,23.1,8.7838,70,5600,7400
Maharashtra,AHMEDNAGAR,1999,Kharif,Rice,22.8118,39.5078,35,5700,8000
Maharashtra,AHMEDNAGAR,2000,Kharif,Rice,23.2746,9.2558,33,5500,3800
Maharashtra,AHMEDNAGAR,2001,Kharif,Rice,23.5674,4.0668,29,7300,4100
Maharashtra,AHMEDNAGAR,2002,Kharif,Rice,23.5598,28.5188,85,7400,1700
Maharashtra,AHMEDNAGAR,2003,Kharif,Rice,23.7654,3.5496,87,7600,5900
Maharashtra,AHMEDNAGAR,2004,Kharif,Rice,23.456,8.3676,20,8000,5800
Maharashtra,AHMEDNAGAR,2005,Kharif,Rice,22.8787,46.7888,36,800,400
Maharashtra,AHMEDNAGAR,2006,Kharif,Rice,22.7811,20.8014,43,8400,6600
Maharashtra,AHMEDNAGAR,2007,Kharif,Rice,23.111,14.398,54,86,102
Maharashtra,AHMEDNAGAR,2008,Kharif,Rice,22.3211,35.4694,33,9300,9100
Maharashtra,AHMEDNAGAR,2009,Kharif,Rice,22.3564,28.1252,52,7400,2800
Maharashtra,AHMEDNAGAR,2010,Kharif,Rice,23.1456,26.9422,80,7500,7000
Maharashtra,AHMEDNAGAR,2011,Kharif,Rice,23.6523,32.6042,79,7900,7800
Maharashtra,AHMEDNAGAR,2012,Kharif,Rice,23.1234,9.5166,40,7500,4600
Maharashtra,AHMEDNAGAR,2013,Kharif,Rice,22.751,24.0944,79,7900,19000
Maharashtra,AHMEDNAGAR,2014,Kharif,Rice,22.8787,28.5188,43,8600,2200
Maharashtra,AKOLA,1997,Kharif,Rice,23.1122,5.213,54,2900,1600
Maharashtra,AKOLA,1998,Kharif,Rice,22.991,27.6824,34,2900,2000
Maharashtra,AMRAVATI,1997,Kharif,Rice,23.654,22.9778,44,9500,5800
Maharashtra,AMRAVATI,1998,Kharif,Rice,23.842,29.0668,44,8700,6100
Maharashtra,AMRAVATI,1999,Kharif,Rice,23.132,31.3068,34,8800,5600
Maharashtra,AMRAVATI,2000,Kharif,Rice,23.594,12.877,36,8900,4400
Maharashtra,AMRAVATI,2001,Kharif,Rice,23.202,27.4898,23,10300,9700
Maharashtra,AMRAVATI,2002,Kharif,Rice,24.2112,23.9706,50,11000,7200
Maharashtra,AMRAVATI,2003,Kharif,Rice,24.458,6.4794,47,10200,6000
Maharashtra,AMRAVATI,2004,Kharif,Rice,24.2567,28.5188,44,9600,4200
Maharashtra,AMRAVATI,2005,Kharif,Rice,24.394,3.4646,50,10200,5000
Maharashtra,AMRAVATI,2006,Kharif,Rice,24.53,8.7726,34,8500,4600
Maharashtra,AMRAVATI,2007,Kharif,Rice,24.6,30.3168,40,63,52
Maharashtra,AMRAVATI,2008,Kharif,Rice,24.809,12.8052,40,4500,1800
Maharashtra,AMRAVATI,2009,Kharif,Rice,24.947,13.7788,54,4300,6200
Maharashtra,AMRAVATI,2010,Kharif,Rice,25.08,35.25,51,3800,2800
Maharashtra,AMRAVATI,2011,Kharif,Rice,25.2232,45.88,38,4100,3100
Maharashtra,AMRAVATI,2012,Kharif,Rice,24.2334,23.4982,44,3800,1500
Maharashtra,AMRAVATI,2013,Kharif,Rice,23.416,3.8178,48,4700,800
Maharashtra,AMRAVATI,2014,Kharif,Rice,23.789,55.4514,38,5300,1600
Maharashtra,AURANGABAD,1997,Kharif,Rice,23.897,23.9442,44,1100,1200
Maharashtra,AURANGABAD,1998,Kharif,Rice,24.123,9.4574,39,1200,600
Maharashtra,AURANGABAD,1999,Kharif,Rice,23.416,38.3356,31,900,400
Maharashtra,AURANGABAD,2000,Kharif,Rice,23.348,8.563,20,600,400
Maharashtra,AURANGABAD,2001,Kharif,Rice,23.017,27.4898,29,500,300
Maharashtra,AURANGABAD,2002,Kharif,Rice,23.6324,37.3426,29,600,200
Maharashtra,AURANGABAD,2003,Kharif,Rice,23.46683,14.8936,26,600,200
Maharashtra,AURANGABAD,2004,Kharif,Rice,24.2225,3.0964,33,300,200
Maharashtra,AURANGABAD,2005,Kharif,Rice,23.864,23.4266,39,100,100
Maharashtra,AURANGABAD,2006,Kharif,Rice,24.435,27.0536,33,100,100
Maharashtra,BEED,1997,Kharif,Rice,24.613,7.1936,55,3400,1700
Maharashtra,BEED,1998,Kharif,Rice,23.6854,16.5566,22,3500,1400
Maharashtra,BEED,1999,Kharif,Rice,23.421,5.728,58,3800,1700
Maharashtra,BEED,2000,Kharif,Rice,24.50667,35.733,31,3400,2000
Maharashtra,BEED,2001,Kharif,Rice,24.3985,11.5014,27,2400,1500
Maharashtra,BEED,2002,Kharif,Rice,24.11217,45.2892,20,2400,600
Maharashtra,BEED,2003,Kharif,Rice,23.8315,14.0634,60,2500,1000
Maharashtra,BEED,2004,Kharif,Rice,24.079,7.227,51,2300,600
Maharashtra,BEED,2005,Kharif,Rice,23.96683,33.2642,44,200,900
Maharashtra,BEED,2006,Kharif,Rice,24.1122,5.8858,30,2000,1500
Maharashtra,BEED,2007,Kharif,Rice,23.965,9.278,60,15,7
Maharashtra,BEED,2008,Kharif,Rice,24.212,43.905,43,1000,400
Maharashtra,BEED,2009,Kharif,Rice,24.312,29.9464,24,600,200
Maharashtra,BEED,2010,Kharif,Rice,23.964,24.4334,42,800,300
Maharashtra,BEED,2011,Kharif,Rice,23.456,24.6872,58,600,300
Maharashtra,BEED,2012,Kharif,Rice,23.756,43.204,20,600,300
Maharashtra,BEED,2013,Kharif,Rice,24.946,31.903,53,500,300
Maharashtra,BEED,2014,Kharif,Rice,24.312,29.9464,24,400,100
Maharashtra,BHANDARA,1997,Kharif,Rice,24.5384,33.3622,32,306900,381500
Maharashtra,BHANDARA,1997,Kharif,Rice,24.5384,33.3622,32,128,193
Maharashtra,BHANDARA,1998,Kharif,Rice,24.126,9.8316,39,311400,365800
Maharashtra,BHANDARA,1998,Kharif,Rice,24.126,9.8316,39,13500,21100
Maharashtra,BHANDARA,1999,Kharif,Rice,23.6512,23.4222,41,141000,218200
Maharashtra,BHANDARA,1999,Kharif,Rice,23.6512,23.4222,41,5500,11400
Maharashtra,BHANDARA,2000,Kharif,Rice,23.453,10.9318,49,138800,139700
Maharashtra,BHANDARA,2000,Kharif,Rice,23.453,10.9318,49,3500,7200
Maharashtra,BHANDARA,2001,Kharif,Rice,22.93,57.9916,60,142400,195500
Maharashtra,BHANDARA,2001,Kharif,Rice,22.93,57.9916,60,4000,8600
Maharashtra,BHANDARA,2002,Kharif,Rice,23.1286,28.1178,34,168600,190500
Maharashtra,BHANDARA,2002,Kharif,Rice,23.1286,28.1178,34,3300,6900
Maharashtra,BHANDARA,2003,Kharif,Rice,22.9408,23.8736,41,170000,264200
Maharashtra,BHANDARA,2003,Kharif,Rice,22.9408,23.8736,41,3300,7700
Maharashtra,BHANDARA,2004,Kharif,Rice,23.527,10.6622,36,164100,119700
Maharashtra,BHANDARA,2004,Kharif,Rice,23.527,10.6622,36,1800,4400
Maharashtra,BHANDARA,2005,Kharif,Rice,24.946,31.903,53,168400,283700
Maharashtra,BHANDARA,2005,Kharif,Rice,24.946,31.903,53,4600,6600
Maharashtra,BHANDARA,2006,Kharif,Rice,24.004,7.5498,4,175800,255000
Maharashtra,BHANDARA,2006,Kharif,Rice,24.004,7.5498,4,4600,8700
Maharashtra,BHANDARA,2007,Kharif,Rice,24.079,7.227,51,1769,3174
Maharashtra,BHANDARA,2008,Kharif,Rice,24.079,7.227,51,175100,126200
Maharashtra,BHANDARA,2009,Kharif,Rice,24.946,31.903,53,175200,174800
Maharashtra,BHANDARA,2010,Kharif,Rice,24.946,31.903,53,181500,258800
Maharashtra,BHANDARA,2011,Kharif,Rice,23.564,23.9846,85,180300,308200
Maharashtra,BHANDARA,2011,Kharif,Rice,23.564,23.9846,85,5000,12700
Maharashtra,BHANDARA,2012,Kharif,Rice,24.1324,22.2358,33,177200,360500
Maharashtra,BHANDARA,2012,Kharif,Rice,24.1324,22.2358,33,7100,18700
Maharashtra,BHANDARA,2013,Kharif,Rice,24.121,30.8122,36,186200,303500
Maharashtra,BHANDARA,2013,Kharif,Rice,24.121,30.8122,36,8400,20770
Maharashtra,BHANDARA,2014,Kharif,Rice,24.121,30.8122,36,188600,305400
Maharashtra,BHANDARA,2014,Kharif,Rice,23.564,23.9846,85,7600,17400
Maharashtra,BULDHANA,1997,Kharif,Rice,24.1324,22.2358,33,700,300
Maharashtra,BULDHANA,1998,Kharif,Rice,24.1324,22.2358,33,500,400
Maharashtra,BULDHANA,1999,Kharif,Rice,24.121,30.8122,36,200,100
Maharashtra,BULDHANA,2000,Kharif,Rice,24.121,30.8122,36,200,200
Maharashtra,BULDHANA,2001,Kharif,Rice,24.121,30.8122,36,200,200
Maharashtra,BULDHANA,2002,Kharif,Rice,24.121,30.8122,36,100,100
Maharashtra,CHANDRAPUR,1997,Kharif,Rice,24.123,23.8542,80,136400,190100
Maharashtra,CHANDRAPUR,1997,Kharif,Rice,24.234,27.3182,79,11,13
Maharashtra,CHANDRAPUR,1998,Kharif,Rice,23.571,3.9404,40,132200,159700
Maharashtra,CHANDRAPUR,1998,Kharif,Rice,23.914,10.2422,79,3000,4700
Maharashtra,CHANDRAPUR,1999,Kharif,Rice,23.774,51.9268,54,140600,211500
Maharashtra,CHANDRAPUR,1999,Kharif,Rice,23.8826,20.6762,34,3100,4800
Maharashtra,CHANDRAPUR,2000,Kharif,Rice,23.5864,26.6764,36,144800,119200
Maharashtra,CHANDRAPUR,2000,Kharif,Rice,24.1724,14.6656,23,1500,1600
Maharashtra,CHANDRAPUR,2001,Kharif,Rice,24.5316,7.3514,50,152700,220500
Maharashtra,CHANDRAPUR,2001,Kharif,Rice,24.4052,22.2012,47,500,600
Maharashtra,CHANDRAPUR,2002,Kharif,Rice,24.324,7.2722,30,142100,108300
Maharashtra,CHANDRAPUR,2002,Kharif,Rice,24.5124,8.3802,48,400,700
Maharashtra,CHANDRAPUR,2003,Kharif,Rice,23.969,41.015,51,142700,206900
Maharashtra,CHANDRAPUR,2003,Kharif,Rice,24.0124,25.6692,36,700,700
Maharashtra,CHANDRAPUR,2004,Kharif,Rice,24.8575,19.1342,35,142500,107200
Maharashtra,CHANDRAPUR,2004,Kharif,Rice,24.5462,38.6634,51,500,1100
Maharashtra,CHANDRAPUR,2005,Kharif,Rice,24.123,23.8542,80,130500,206400
Maharashtra,CHANDRAPUR,2005,Kharif,Rice,24.234,27.3182,79,3200,3500
Maharashtra,CHANDRAPUR,2006,Kharif,Rice,23.571,3.9404,40,136300,188700
Maharashtra,CHANDRAPUR,2006,Kharif,Rice,23.914,10.2422,79,2900,5000
Maharashtra,CHANDRAPUR,2007,Kharif,Rice,23.774,51.9268,54,1613,2517
Maharashtra,CHANDRAPUR,2008,Kharif,Rice,23.8826,20.6762,34,157700,133700
Maharashtra,CHANDRAPUR,2009,Kharif,Rice,23.5864,26.6764,36,112600,69700
Maharashtra,CHANDRAPUR,2010,Kharif,Rice,24.1724,14.6656,23,114300,160100
Maharashtra,CHANDRAPUR,2011,Kharif,Rice,24.5316,7.3514,50,158100,199900
Maharashtra,CHANDRAPUR,2011,Kharif,Rice,24.4052,22.2012,47,1800,3300
Maharashtra,CHANDRAPUR,2012,Kharif,Rice,24.324,7.2722,30,158200,250500
Maharashtra,CHANDRAPUR,2012,Kharif,Rice,24.5124,8.3802,48,2600,5400
Maharashtra,CHANDRAPUR,2013,Kharif,Rice,23.969,41.015,51,160200,211300
Maharashtra,CHANDRAPUR,2013,Kharif,Rice,24.0124,25.6692,36,3200,6900
Maharashtra,CHANDRAPUR,2014,Kharif,Rice,24.8575,19.1342,35,141800,106700
Maharashtra,CHANDRAPUR,2014,Kharif,Rice,24.5462,38.6634,51,4000,6800
Maharashtra,DHULE,1997,Kharif,Rice,23.8741,34.6954,38,25300,21200
Maharashtra,DHULE,1998,Kharif,Rice,24.124,19.1486,44,26400,15900
Maharashtra,DHULE,1999,Kharif,Rice,24.54,8.1814,44,4900,4700
Maharashtra,DHULE,2000,Kharif,Rice,23.958,30.3526,32,4900,1800
Maharashtra,DHULE,2001,Kharif,Rice,22.8184,40.0492,39,4900,5600
Maharashtra,DHULE,2002,Kharif,Rice,22.8716,5.7688,48,5200,4200
Maharashtra,DHULE,2003,Kharif,Rice,22.4246,25.584,34,5000,6900
Maharashtra,DHULE,2004,Kharif,Rice,22.9606,11.323,36,5100,5400
Maharashtra,DHULE,2005,Kharif,Rice,22.9996,1.1432,23,5100,5000
Maharashtra,DHULE,2006,Kharif,Rice,23.0222,13.4654,50,5100,2100
Maharashtra,DHULE,2007,Kharif,Rice,22.546,2.6158,47,44,35
Maharashtra,DHULE,2008,Kharif,Rice,22.32145,7.5798,30,5400,3000
